job_id,job_title,company,location,experience,salary_lpa,skills_required,category
JOB6825,Backend Developer,Oracle,Gurgaon,1-3,4-6,"Java,Redis,C++,IaC,MongoDB,AWS",DevOps
JOB6826,Platform Engineer,Amazon,Gurgaon,3-5,4-6,"MySQL,React,C++,Flask,Kubernetes,CloudWatch",DevOps
JOB6827,Backend Developer,Zomato,Chennai,0-2,4-6,"Flask,C++,Linux,Kafka,MongoDB,PowerShell",FullStack
JOB6828,Full Stack Developer,Zoho,Hyderabad,3-5,8-12,"Prometheus,CSS,CI/CD,Linux,PostgreSQL,HTML",Frontend
JOB6829,Platform Engineer,Zomato,Remote,0-2,6-10,"React,GitHub Actions,AWS,C++,Prometheus,GCP",Frontend
JOB6830,Junior DevOps Engineer,Wipro,Chennai,1-3,4-6,"MongoDB,Terraform,CSS,Azure Monitor,Django,Kafka",Frontend
JOB6831,Backend Developer,Freshworks,Remote,0-2,8-12,"JavaScript,Azure,PostgreSQL,GitHub Actions,Node,Django",Cloud
JOB6832,Full Stack Developer,Paytm,Gurgaon,3-5,10-15,"GCP,Node,Flask,PostgreSQL,IaC,AWS",Backend
JOB6833,Cloud Operations Engineer,Google,Chennai,2-4,10-15,"Kafka,HTML,MongoDB,Django,Python,Ansible",FullStack
JOB6834,Site Reliability Engineer,Infosys,Pune,3-5,6-10,"GitLab CI,Azure,MySQL,Prometheus,Java,C++",DevOps
JOB6835,Platform Engineer,Accenture,Hyderabad,0-2,4-6,"Azure Monitor,Node,Java,JavaScript,Bash,CI/CD",Backend
JOB6836,Full Stack Developer,Amazon,Bangalore,2-4,10-15,"JavaScript,GitHub Actions,MySQL,Jenkins,Node,CloudWatch",Data
JOB6837,Data Engineer,Zomato,Chennai,3-5,10-15,"GitHub Actions,C++,React,Redis,Grafana,Node",FullStack
JOB6838,Cloud Operations Engineer,Amazon,Remote,1-3,4-6,"Kubernetes,Redis,Ansible,Grafana,Node,HTML",FullStack
JOB6839,Site Reliability Engineer,Paytm,Remote,3-5,10-15,"HTML,C++,MongoDB,GCP,Flask,Kafka",Cloud
JOB6840,Frontend Developer,Oracle,Hyderabad,2-4,4-6,"GitHub Actions,Flask,PowerShell,GitLab CI,Django,Jenkins",Data
JOB6841,Cloud Operations Engineer,Amazon,Noida,1-3,8-12,"Linux,PostgreSQL,AWS,React,Node,Kubernetes",DevOps
JOB6842,Site Reliability Engineer,IBM,Pune,3-5,6-10,"Terraform,PostgreSQL,Docker,Kubernetes,Jenkins,Redis",DevOps
JOB6843,ML Engineer,IBM,Pune,1-3,8-12,"Ansible,PostgreSQL,Django,Python,MySQL,Redis",Backend
JOB6844,Platform Engineer,Zomato,Gurgaon,1-3,10-15,"FastAPI,CloudWatch,Django,Azure,Redis,C++",Backend
JOB6845,Data Engineer,Paytm,Gurgaon,1-3,6-10,"IaC,Kubernetes,GCP,Django,FastAPI,Kafka",Backend
JOB6846,Platform Engineer,Paytm,Gurgaon,0-2,6-10,"Azure,PostgreSQL,MongoDB,Bash,React,Flask",FullStack
JOB6847,Backend Developer,Amazon,Pune,2-4,8-12,"CI/CD,Terraform,React,Django,Azure Monitor,GitLab CI",Backend
JOB6848,Backend Developer,Zoho,Chennai,0-2,4-6,"React,GitHub Actions,IaC,Azure Monitor,Azure,AWS",Frontend
JOB6849,ML Engineer,Infosys,Gurgaon,3-5,6-10,"Docker,Terraform,C++,Django,Ansible,GitLab CI",Cloud
JOB6850,Backend Developer,Paytm,Gurgaon,0-2,6-10,"GCP,Docker,Bash,React,Azure,C++",FullStack
JOB6851,Data Engineer,Infosys,Hyderabad,2-4,4-6,"Java,JavaScript,Bash,Redis,Kafka,AWS",Backend
JOB6852,Junior DevOps Engineer,Swiggy,Hyderabad,3-5,10-15,"Grafana,IaC,React,MongoDB,CloudWatch,Azure Monitor",Backend
JOB6853,Cloud Engineer,Oracle,Bangalore,1-3,8-12,"PowerShell,IaC,Kafka,Python,FastAPI,Docker",FullStack
JOB6854,Data Engineer,Amazon,Chennai,1-3,6-10,"AWS,Kafka,JavaScript,Bash,Java,Jenkins",Cloud
JOB6855,Data Engineer,Swiggy,Chennai,2-4,8-12,"Django,Azure,Flask,Bash,Kubernetes,Node",Frontend
JOB6856,Cloud Engineer,Paytm,Chennai,1-3,4-6,"GCP,IaC,CloudWatch,Redis,PowerShell,Git",Frontend
JOB6857,Junior DevOps Engineer,Flipkart,Gurgaon,0-2,4-6,"Node,Python,MySQL,Grafana,GitLab CI,PowerShell",FullStack
JOB6858,Full Stack Developer,Wipro,Pune,0-2,4-6,"Terraform,HTML,CloudWatch,Ansible,Bash,PowerShell",Data
JOB6859,Backend Developer,Infosys,Gurgaon,2-4,6-10,"Grafana,MySQL,Kubernetes,FastAPI,MongoDB,AWS",Cloud
JOB6860,Backend Developer,Freshworks,Noida,2-4,4-6,"Redis,GitLab CI,Java,Python,Git,Prometheus",Backend
JOB6861,Data Engineer,Oracle,Gurgaon,3-5,6-10,"Kafka,Python,PowerShell,Ansible,Java,IaC",Data
JOB6862,Data Engineer,Freshworks,Noida,3-5,8-12,"JavaScript,HTML,Bash,Node,Kubernetes,CloudWatch",Frontend
JOB6863,Full Stack Developer,Google,Noida,2-4,4-6,"Git,AWS,Grafana,React,Kafka,CSS",Data
JOB6864,Cloud Engineer,Flipkart,Bangalore,1-3,6-10,"CSS,GCP,PowerShell,MongoDB,Kafka,Linux",Cloud
JOB6865,Junior DevOps Engineer,TCS,Noida,2-4,10-15,"Flask,CSS,Node,React,JavaScript,Azure Monitor",Backend
JOB6866,ML Engineer,Paytm,Hyderabad,0-2,8-12,"GitHub Actions,Kafka,PowerShell,CI/CD,Azure Monitor,GitLab CI",Data
JOB6867,Full Stack Developer,Google,Pune,0-2,4-6,"Kubernetes,FastAPI,GitHub Actions,Jenkins,Ansible,HTML",Cloud
JOB6868,ML Engineer,Freshworks,Chennai,0-2,10-15,"GitLab CI,Git,Redis,Jenkins,Bash,Node",Backend
JOB6869,Platform Engineer,Zoho,Pune,3-5,8-12,"JavaScript,Docker,CSS,Grafana,PostgreSQL,Bash",Backend
JOB6870,Cloud Engineer,Amazon,Chennai,1-3,10-15,"Jenkins,PostgreSQL,Python,Flask,GitHub Actions,HTML",Frontend
JOB6871,Full Stack Developer,Zomato,Gurgaon,2-4,4-6,"PowerShell,Azure Monitor,MySQL,CI/CD,C++,Kubernetes",Backend
JOB6872,Cloud Operations Engineer,Amazon,Gurgaon,2-4,8-12,"Python,IaC,HTML,Kafka,AWS,React",Cloud
JOB6873,Full Stack Developer,Wipro,Gurgaon,2-4,10-15,"Terraform,MongoDB,Grafana,Redis,MySQL,AWS",Frontend
JOB6874,Data Engineer,Microsoft,Pune,3-5,8-12,"FastAPI,Bash,Kafka,GCP,Node,Flask",DevOps
JOB6875,Cloud Engineer,TCS,Pune,1-3,6-10,"FastAPI,GitHub Actions,MongoDB,HTML,Bash,IaC",Cloud
JOB6876,Cloud Operations Engineer,Freshworks,Gurgaon,2-4,4-6,"CSS,JavaScript,Terraform,Flask,Kafka,CI/CD",Data
JOB6877,Full Stack Developer,Microsoft,Gurgaon,0-2,8-12,"Bash,Azure Monitor,Jenkins,IaC,Linux,Kafka",Frontend
JOB6878,ML Engineer,IBM,Remote,2-4,8-12,"Python,IaC,Kubernetes,Azure Monitor,MySQL,Java",Data
JOB6879,Frontend Developer,Amazon,Bangalore,3-5,4-6,"AWS,GCP,Java,IaC,Redis,Kubernetes",Cloud
JOB6880,ML Engineer,Oracle,Bangalore,1-3,10-15,"MySQL,PowerShell,CSS,GitHub Actions,Bash,PostgreSQL",FullStack
JOB6881,Frontend Developer,Microsoft,Noida,2-4,4-6,"Django,C++,Flask,IaC,Kafka,FastAPI",Frontend
JOB6882,Cloud Engineer,Flipkart,Pune,1-3,10-15,"Bash,Terraform,MySQL,Jenkins,FastAPI,Node",Cloud
JOB6883,Cloud Engineer,Freshworks,Noida,1-3,6-10,"Git,GitHub Actions,Redis,Django,Docker,Azure Monitor",Data
JOB6884,Full Stack Developer,Accenture,Bangalore,2-4,6-10,"Jenkins,FastAPI,Prometheus,C++,Node,Kubernetes",FullStack
JOB6885,Junior DevOps Engineer,Swiggy,Chennai,3-5,8-12,"Git,Grafana,Redis,MongoDB,GitLab CI,JavaScript",DevOps
JOB6886,Data Engineer,Oracle,Bangalore,1-3,10-15,"AWS,Terraform,Git,IaC,CSS,Prometheus",Frontend
JOB6887,Cloud Operations Engineer,Wipro,Pune,1-3,6-10,"HTML,React,MySQL,GitLab CI,Node,Docker",Data
JOB6888,Data Engineer,Zoho,Pune,2-4,10-15,"CSS,C++,Linux,Node,JavaScript,Docker",DevOps
JOB6889,Data Engineer,Paytm,Bangalore,2-4,4-6,"Flask,MongoDB,Kubernetes,Docker,Python,C++",Cloud
JOB6890,Backend Developer,Swiggy,Remote,3-5,6-10,"GCP,CSS,IaC,Django,Azure,Azure Monitor",Data
JOB6891,Junior DevOps Engineer,IBM,Chennai,1-3,10-15,"PowerShell,Azure Monitor,JavaScript,Prometheus,PostgreSQL,Azure",Frontend
JOB6892,Full Stack Developer,Accenture,Remote,0-2,8-12,"CI/CD,AWS,FastAPI,GCP,MongoDB,Grafana",FullStack
JOB6893,Data Engineer,Freshworks,Remote,3-5,4-6,"CloudWatch,GitLab CI,AWS,PowerShell,PostgreSQL,Node",Cloud
JOB6894,Site Reliability Engineer,Amazon,Remote,2-4,4-6,"CloudWatch,Node,HTML,PostgreSQL,Azure,C++",Data
JOB6895,Cloud Operations Engineer,Zomato,Gurgaon,3-5,4-6,"Grafana,MySQL,Kafka,CSS,Git,Bash",Frontend
JOB6896,Cloud Operations Engineer,Freshworks,Pune,3-5,10-15,"Azure Monitor,IaC,Grafana,PostgreSQL,PowerShell,Kubernetes",Cloud
JOB6897,Platform Engineer,Flipkart,Bangalore,1-3,10-15,"Redis,MySQL,PostgreSQL,Azure,Terraform,Docker",DevOps
JOB6898,Backend Developer,TCS,Chennai,1-3,8-12,"MySQL,MongoDB,Node,IaC,GitHub Actions,HTML",DevOps
JOB6899,Frontend Developer,Google,Noida,2-4,8-12,"Grafana,Kafka,AWS,JavaScript,CI/CD,Bash",Cloud
JOB6900,Platform Engineer,Zomato,Noida,3-5,10-15,"Git,Kafka,GitLab CI,FastAPI,CloudWatch,Kubernetes",Frontend
JOB6901,Full Stack Developer,Accenture,Chennai,0-2,8-12,"Python,Linux,Ansible,JavaScript,Flask,Docker",Cloud
JOB6902,Full Stack Developer,Amazon,Hyderabad,1-3,4-6,"Java,Azure,MySQL,PowerShell,CI/CD,GitLab CI",Backend
JOB6903,Junior DevOps Engineer,Zoho,Chennai,3-5,8-12,"HTML,CSS,Kafka,C++,CI/CD,Linux",Frontend
JOB6904,Platform Engineer,Accenture,Bangalore,1-3,6-10,"HTML,C++,CloudWatch,JavaScript,Azure,Kafka",FullStack
JOB6905,Junior DevOps Engineer,Google,Noida,3-5,6-10,"JavaScript,CI/CD,Kafka,Django,Jenkins,AWS",Cloud
JOB6906,Site Reliability Engineer,Infosys,Noida,2-4,10-15,"Docker,CI/CD,Python,Java,Redis,Kubernetes",Cloud
JOB6907,Data Engineer,Oracle,Remote,3-5,6-10,"CSS,Kubernetes,PostgreSQL,HTML,IaC,Git",DevOps
JOB6908,Data Engineer,Flipkart,Chennai,1-3,6-10,"Jenkins,PostgreSQL,Azure Monitor,CSS,Bash,GitHub Actions",Backend
JOB6909,Junior DevOps Engineer,Flipkart,Pune,3-5,4-6,"CloudWatch,Django,Python,React,GitHub Actions,CSS",FullStack
JOB6910,Backend Developer,Zomato,Bangalore,2-4,8-12,"Terraform,Bash,AWS,Kubernetes,FastAPI,GitHub Actions",FullStack
JOB6911,Cloud Engineer,TCS,Pune,1-3,10-15,"HTML,Kubernetes,PostgreSQL,Azure Monitor,Linux,IaC",Cloud
JOB6912,Site Reliability Engineer,IBM,Noida,0-2,8-12,"C++,IaC,Prometheus,PostgreSQL,Java,Git",DevOps
JOB6913,Full Stack Developer,Flipkart,Noida,2-4,4-6,"FastAPI,PostgreSQL,Docker,CI/CD,AWS,Redis",Cloud
JOB6914,Platform Engineer,Zoho,Pune,3-5,6-10,"Java,Kubernetes,Terraform,Jenkins,MongoDB,Azure Monitor",Backend
JOB6915,Cloud Engineer,Paytm,Chennai,0-2,4-6,"Kubernetes,GitLab CI,Azure,PowerShell,Django,Bash",Backend
JOB6916,Platform Engineer,Infosys,Pune,1-3,8-12,"Java,HTML,IaC,CloudWatch,Prometheus,GitHub Actions",Data
JOB6917,Junior DevOps Engineer,Swiggy,Chennai,1-3,4-6,"Redis,GitHub Actions,AWS,FastAPI,MySQL,IaC",Cloud
JOB6918,Junior DevOps Engineer,Freshworks,Hyderabad,2-4,6-10,"Docker,HTML,MySQL,Kafka,Prometheus,Git",Backend
JOB6919,Cloud Operations Engineer,Wipro,Pune,0-2,10-15,"MongoDB,FastAPI,Prometheus,Django,Node,GCP",Frontend
JOB6920,Cloud Operations Engineer,Microsoft,Noida,1-3,10-15,"Redis,Bash,Git,Jenkins,JavaScript,C++",Frontend
JOB6921,Data Engineer,IBM,Hyderabad,1-3,4-6,"MySQL,FastAPI,Azure Monitor,MongoDB,Django,C++",Backend
JOB6922,Cloud Engineer,Freshworks,Remote,2-4,8-12,"Terraform,JavaScript,CloudWatch,Java,PostgreSQL,Azure",Frontend
JOB6923,Junior DevOps Engineer,Accenture,Bangalore,0-2,4-6,"React,C++,Bash,Node,Git,Azure",FullStack
JOB6924,Frontend Developer,Swiggy,Pune,2-4,6-10,"MongoDB,Flask,Docker,Azure,Redis,C++",Backend
JOB6925,Junior DevOps Engineer,Flipkart,Remote,0-2,6-10,"Jenkins,Redis,CI/CD,AWS,Prometheus,PowerShell",Backend
JOB6926,Data Engineer,IBM,Hyderabad,3-5,4-6,"Python,C++,GitLab CI,PowerShell,Grafana,Redis",FullStack
JOB6927,ML Engineer,IBM,Bangalore,0-2,4-6,"Docker,Java,Node,GitLab CI,PostgreSQL,Azure",DevOps
JOB6928,Site Reliability Engineer,IBM,Hyderabad,3-5,8-12,"FastAPI,Flask,Prometheus,Terraform,Bash,Kubernetes",Frontend
JOB6929,Cloud Engineer,Oracle,Chennai,0-2,6-10,"Kubernetes,AWS,GCP,FastAPI,CloudWatch,Terraform",FullStack
JOB6930,Cloud Operations Engineer,Flipkart,Chennai,2-4,10-15,"Node,Django,CloudWatch,Redis,GitHub Actions,Grafana",Backend
JOB6931,Cloud Operations Engineer,Microsoft,Gurgaon,3-5,8-12,"AWS,C++,HTML,Docker,Kafka,GCP",Backend
JOB6932,Backend Developer,Zomato,Chennai,3-5,6-10,"Ansible,Terraform,Linux,MongoDB,CI/CD,Prometheus",Frontend
JOB6933,Data Engineer,IBM,Remote,0-2,10-15,"C++,MongoDB,React,CloudWatch,Git,Kafka",DevOps
JOB6934,Junior DevOps Engineer,Zomato,Hyderabad,2-4,10-15,"GitLab CI,Jenkins,Bash,Git,Azure Monitor,Kafka",FullStack
JOB6935,Cloud Engineer,Paytm,Remote,1-3,6-10,"GitHub Actions,CI/CD,Flask,JavaScript,Python,Kafka",DevOps
JOB6936,Cloud Operations Engineer,Flipkart,Hyderabad,3-5,10-15,"JavaScript,Jenkins,GitLab CI,GCP,Kafka,Linux",Frontend
JOB6937,ML Engineer,Wipro,Chennai,3-5,8-12,"C++,PowerShell,Django,Git,CI/CD,Terraform",Frontend
JOB6938,Frontend Developer,IBM,Hyderabad,2-4,10-15,"AWS,Java,Docker,MySQL,Git,Linux",Cloud
JOB6939,Site Reliability Engineer,Microsoft,Remote,3-5,4-6,"Grafana,Linux,C++,Docker,Azure,GCP",Frontend
JOB6940,Cloud Operations Engineer,IBM,Chennai,2-4,8-12,"Docker,Jenkins,CSS,GitLab CI,MongoDB,JavaScript",Cloud
JOB6941,Cloud Operations Engineer,Amazon,Remote,1-3,10-15,"PostgreSQL,Ansible,Azure,FastAPI,Grafana,PowerShell",Cloud
JOB6942,Platform Engineer,Zomato,Chennai,0-2,4-6,"FastAPI,Kafka,CI/CD,PowerShell,Docker,GitHub Actions",Cloud
JOB6943,Full Stack Developer,Wipro,Gurgaon,0-2,8-12,"AWS,Azure,Django,Python,Docker,Git",Data
JOB6944,Site Reliability Engineer,Swiggy,Remote,1-3,4-6,"GCP,JavaScript,Bash,Kafka,Git,CSS",FullStack
JOB6945,Data Engineer,Accenture,Gurgaon,2-4,10-15,"Prometheus,Redis,Git,Docker,Python,Terraform",Frontend
JOB6946,ML Engineer,Freshworks,Remote,2-4,6-10,"Azure,Grafana,Docker,Jenkins,IaC,Flask",Backend
JOB6947,Data Engineer,Amazon,Bangalore,0-2,8-12,"CI/CD,Node,C++,Kafka,PostgreSQL,Python",DevOps
JOB6948,Backend Developer,Oracle,Hyderabad,1-3,8-12,"GCP,C++,Flask,Redis,Python,Grafana",Cloud
JOB6949,Platform Engineer,Amazon,Pune,2-4,10-15,"FastAPI,Node,Terraform,AWS,Git,Redis",Backend
JOB6950,Cloud Engineer,Freshworks,Noida,0-2,6-10,"Node,Linux,Docker,Grafana,Redis,FastAPI",Data
JOB6951,Junior DevOps Engineer,Wipro,Hyderabad,2-4,10-15,"GCP,CSS,Jenkins,MySQL,Redis,Linux",DevOps
JOB6952,Site Reliability Engineer,IBM,Gurgaon,1-3,6-10,"Docker,GCP,Terraform,Django,AWS,Java",Backend
JOB6953,Full Stack Developer,Swiggy,Gurgaon,1-3,6-10,"PowerShell,IaC,GitHub Actions,GitLab CI,HTML,Django",Cloud
JOB6954,Junior DevOps Engineer,Paytm,Chennai,0-2,8-12,"MySQL,Terraform,GitLab CI,AWS,Node,Redis",Data
JOB6955,Backend Developer,Infosys,Noida,0-2,4-6,"Redis,JavaScript,Flask,AWS,Jenkins,GCP",Backend
JOB6956,ML Engineer,Amazon,Gurgaon,1-3,10-15,"Grafana,Django,Flask,HTML,GitLab CI,Docker",Backend
JOB6957,Full Stack Developer,Freshworks,Pune,3-5,6-10,"Grafana,Linux,Azure,GitLab CI,Prometheus,Jenkins",Backend
JOB6958,ML Engineer,IBM,Pune,0-2,4-6,"GitLab CI,MongoDB,GCP,Ansible,Redis,CloudWatch",Cloud
JOB6959,Cloud Operations Engineer,TCS,Chennai,3-5,10-15,"Kafka,CloudWatch,Django,PowerShell,Redis,Flask",Backend
JOB6960,Frontend Developer,Flipkart,Noida,0-2,8-12,"HTML,GitLab CI,C++,PostgreSQL,Git,FastAPI",Cloud
JOB6961,ML Engineer,Wipro,Bangalore,2-4,8-12,"Azure Monitor,Kubernetes,Ansible,GCP,Grafana,FastAPI",Cloud
JOB6962,Cloud Operations Engineer,Freshworks,Bangalore,1-3,4-6,"Prometheus,Flask,Docker,GCP,JavaScript,MongoDB",Cloud
JOB6963,Data Engineer,TCS,Noida,0-2,6-10,"PostgreSQL,GitLab CI,Prometheus,CloudWatch,PowerShell,Grafana",DevOps
JOB6964,Full Stack Developer,IBM,Noida,1-3,6-10,"CloudWatch,Grafana,CSS,Terraform,Node,Kubernetes",Backend
JOB6965,ML Engineer,Zomato,Gurgaon,0-2,4-6,"CSS,C++,Django,HTML,MongoDB,FastAPI",Cloud
JOB6966,Backend Developer,TCS,Bangalore,2-4,8-12,"Java,MySQL,PostgreSQL,CSS,React,GitLab CI",Cloud
JOB6967,Data Engineer,IBM,Bangalore,2-4,10-15,"Redis,CI/CD,Azure Monitor,GCP,CloudWatch,Prometheus",Frontend
JOB6968,Platform Engineer,Oracle,Gurgaon,1-3,4-6,"Flask,PostgreSQL,Python,JavaScript,Prometheus,FastAPI",Data
JOB6969,Site Reliability Engineer,Swiggy,Pune,2-4,8-12,"MySQL,FastAPI,Django,Bash,Kafka,Grafana",Frontend
JOB6970,Platform Engineer,IBM,Gurgaon,1-3,8-12,"CSS,Bash,GCP,MySQL,Flask,Kafka",DevOps
JOB6971,Cloud Engineer,Zomato,Remote,3-5,10-15,"PostgreSQL,React,GCP,Prometheus,JavaScript,CloudWatch",Backend
JOB6972,Site Reliability Engineer,IBM,Remote,2-4,4-6,"GitHub Actions,Java,Python,FastAPI,Linux,PostgreSQL",Cloud
JOB6973,Cloud Engineer,IBM,Gurgaon,3-5,4-6,"PostgreSQL,Flask,GCP,Grafana,Ansible,CloudWatch",Backend
JOB6974,Backend Developer,Oracle,Bangalore,1-3,4-6,"Grafana,FastAPI,Linux,GitHub Actions,GCP,CloudWatch",Frontend
JOB6975,Cloud Engineer,Google,Chennai,2-4,10-15,"React,C++,IaC,GCP,Prometheus,Python",Backend
JOB6976,Backend Developer,Microsoft,Pune,2-4,4-6,"Kubernetes,Azure,FastAPI,Flask,Node,Jenkins",Data
JOB6977,Cloud Engineer,Microsoft,Noida,1-3,8-12,"Flask,Jenkins,Redis,C++,Terraform,PowerShell",Frontend
JOB6978,ML Engineer,Zomato,Chennai,2-4,8-12,"Node,Django,Kubernetes,JavaScript,Redis,PostgreSQL",FullStack
JOB6979,Full Stack Developer,TCS,Noida,3-5,4-6,"Linux,Terraform,PowerShell,CSS,Django,Flask",Frontend
JOB6980,ML Engineer,Freshworks,Gurgaon,1-3,4-6,"MySQL,GitLab CI,Jenkins,IaC,Redis,Kafka",Backend
JOB6981,Backend Developer,Infosys,Hyderabad,3-5,8-12,"CloudWatch,MongoDB,Git,Terraform,PostgreSQL,GitHub Actions",DevOps
JOB6982,Cloud Engineer,Paytm,Noida,3-5,10-15,"Python,Docker,MySQL,Linux,CI/CD,Azure Monitor",Cloud
JOB6983,Data Engineer,Infosys,Hyderabad,1-3,6-10,"React,Redis,Flask,Django,Ansible,CSS",Backend
JOB6984,Platform Engineer,Paytm,Bangalore,1-3,8-12,"PostgreSQL,IaC,Jenkins,Node,C++,Java",FullStack
JOB6985,Site Reliability Engineer,Paytm,Chennai,3-5,4-6,"Flask,Git,Kafka,GitLab CI,CI/CD,Java",FullStack
JOB6986,Frontend Developer,Flipkart,Remote,1-3,6-10,"CI/CD,HTML,PostgreSQL,CSS,MongoDB,JavaScript",Cloud
JOB6987,Junior DevOps Engineer,Microsoft,Bangalore,1-3,4-6,"C++,MySQL,Django,AWS,Git,Azure",Cloud
JOB6988,Backend Developer,Flipkart,Remote,3-5,6-10,"Git,Prometheus,Linux,IaC,Kubernetes,CI/CD",FullStack
JOB6989,Cloud Engineer,TCS,Hyderabad,2-4,4-6,"GitLab CI,Azure Monitor,JavaScript,Docker,MySQL,Terraform",FullStack
JOB6990,Cloud Operations Engineer,Microsoft,Hyderabad,0-2,4-6,"GCP,Node,Prometheus,AWS,Docker,MongoDB",Backend
JOB6991,Frontend Developer,Infosys,Remote,0-2,8-12,"Redis,MongoDB,Git,Python,CloudWatch,HTML",Data
JOB6992,Frontend Developer,Freshworks,Gurgaon,1-3,10-15,"Kubernetes,Docker,React,FastAPI,Jenkins,Terraform",Cloud
JOB6993,Cloud Operations Engineer,Google,Hyderabad,0-2,6-10,"Python,CSS,Java,MongoDB,IaC,Grafana",Frontend
JOB6994,Site Reliability Engineer,Infosys,Chennai,2-4,8-12,"MySQL,Node,AWS,HTML,Azure,GCP",Data
JOB6995,Junior DevOps Engineer,Wipro,Chennai,1-3,8-12,"PowerShell,Python,Flask,Java,Kafka,IaC",Cloud
JOB6996,Frontend Developer,Paytm,Chennai,2-4,8-12,"C++,Prometheus,Ansible,Docker,GCP,Redis",DevOps
JOB6997,Junior DevOps Engineer,TCS,Gurgaon,2-4,4-6,"Ansible,IaC,GitLab CI,Prometheus,C++,Redis",FullStack
JOB6998,Full Stack Developer,Freshworks,Noida,1-3,8-12,"GitLab CI,React,PostgreSQL,Django,CSS,AWS",Cloud
JOB6999,Junior DevOps Engineer,Microsoft,Noida,0-2,10-15,"CI/CD,JavaScript,Kafka,React,Redis,FastAPI",FullStack
JOB7000,Cloud Engineer,Oracle,Hyderabad,1-3,6-10,"Git,Python,Redis,Ansible,Kafka,GitHub Actions",Backend
JOB7001,Frontend Developer,Freshworks,Bangalore,0-2,6-10,"Java,FastAPI,Jenkins,Kubernetes,Terraform,PostgreSQL",DevOps
JOB7002,Data Engineer,Swiggy,Noida,2-4,4-6,"Prometheus,Flask,CSS,CI/CD,MySQL,MongoDB",Data
JOB7003,Cloud Engineer,Amazon,Remote,1-3,6-10,"GitLab CI,PowerShell,JavaScript,Ansible,MongoDB,IaC",DevOps
JOB7004,Junior DevOps Engineer,Swiggy,Remote,3-5,8-12,"Ansible,PowerShell,Bash,Kafka,Azure,JavaScript",Data
JOB7005,Junior DevOps Engineer,Oracle,Noida,1-3,4-6,"IaC,Terraform,JavaScript,Azure Monitor,MySQL,GitLab CI",FullStack
JOB7006,Platform Engineer,Amazon,Gurgaon,0-2,4-6,"Jenkins,Django,Bash,Grafana,Docker,Azure Monitor",FullStack
JOB7007,Junior DevOps Engineer,Zoho,Chennai,1-3,10-15,"Prometheus,React,CloudWatch,Terraform,GitLab CI,CI/CD",Data
JOB7008,Cloud Engineer,TCS,Pune,1-3,8-12,"React,Flask,C++,Kafka,Bash,AWS",Cloud
JOB7009,Junior DevOps Engineer,Freshworks,Hyderabad,1-3,10-15,"CloudWatch,Kubernetes,PostgreSQL,GitHub Actions,Jenkins,Docker",Cloud
JOB7010,Frontend Developer,IBM,Hyderabad,2-4,10-15,"C++,Prometheus,IaC,React,PowerShell,Redis",Cloud
JOB7011,Cloud Operations Engineer,Google,Chennai,3-5,4-6,"Azure,Flask,CI/CD,Jenkins,GitHub Actions,HTML",Data
JOB7012,Data Engineer,Infosys,Bangalore,2-4,6-10,"GitLab CI,GCP,C++,Python,FastAPI,CloudWatch",Backend
JOB7013,Site Reliability Engineer,Amazon,Chennai,0-2,10-15,"GCP,CloudWatch,React,C++,Azure Monitor,AWS",Backend
JOB7014,Data Engineer,Infosys,Chennai,1-3,6-10,"GitLab CI,Azure,Redis,Python,JavaScript,CI/CD",Backend
JOB7015,Junior DevOps Engineer,Wipro,Gurgaon,3-5,10-15,"Flask,Prometheus,MongoDB,Bash,FastAPI,PostgreSQL",Backend
JOB7016,Backend Developer,Microsoft,Bangalore,1-3,8-12,"Linux,Git,CSS,GitHub Actions,Bash,Ansible",Cloud
JOB7017,Cloud Operations Engineer,Oracle,Noida,2-4,8-12,"Java,Jenkins,Grafana,GitLab CI,CSS,Django",Frontend
JOB7018,ML Engineer,Wipro,Bangalore,1-3,8-12,"Bash,Azure,CI/CD,Git,Redis,IaC",Frontend
JOB7019,Junior DevOps Engineer,Accenture,Bangalore,3-5,10-15,"HTML,PowerShell,JavaScript,FastAPI,Jenkins,Prometheus",Frontend
JOB7020,Backend Developer,Microsoft,Noida,2-4,6-10,"Terraform,AWS,Azure,CloudWatch,CSS,Grafana",Cloud
JOB7021,Site Reliability Engineer,Oracle,Bangalore,2-4,6-10,"Bash,Kafka,Kubernetes,CI/CD,Java,Node",FullStack
JOB7022,Data Engineer,Oracle,Hyderabad,3-5,6-10,"IaC,Flask,PostgreSQL,MySQL,React,PowerShell",Data
JOB7023,Data Engineer,Microsoft,Bangalore,1-3,6-10,"C++,Flask,Azure Monitor,CloudWatch,Jenkins,Kubernetes",DevOps
JOB7024,Site Reliability Engineer,Flipkart,Gurgaon,2-4,4-6,"AWS,MongoDB,CI/CD,HTML,PowerShell,Kubernetes",Frontend
JOB7025,Cloud Operations Engineer,Zoho,Remote,1-3,6-10,"Java,PostgreSQL,Grafana,Linux,Git,React",FullStack
JOB7026,Platform Engineer,Freshworks,Remote,1-3,4-6,"Docker,JavaScript,PostgreSQL,IaC,Flask,GitHub Actions",Data
JOB7027,ML Engineer,Microsoft,Pune,3-5,10-15,"Azure,Azure Monitor,Terraform,Node,HTML,Linux",Frontend
JOB7028,Site Reliability Engineer,Zomato,Hyderabad,1-3,6-10,"CI/CD,JavaScript,IaC,GCP,GitHub Actions,AWS",FullStack
